0.019248	0.13058	0.01	0.61098	0.25	0.51948	0.81781	0.25185	2.8152	14.842
0.080783	0.12505	0.026674	0.21882	0.25	0.34179	0.91685	0.45146	3.4789	15.665
0.012565	0.29261	0.020839	0.40822	0.32741	0.59218	0.89886	0.33793	3.6102	18.604
0.016436	0.30556	0.019662	0.69613	0.33333	0.35271	0.8	0.5	5.5556	30
0.025286	0.28333	0.029943	3.3641e-06	0.45847	0.46451	0.775	0.8237	3.4768	14.778
0.019994	0.08802	0.037992	9.9999	0.25	0.2832	0.80061	0.30043	2.5012	29.995
0.044145	0.21279	0.01	1	0.25	0.06275	0.8	0.3	2.5	15
0.020245	0.29613	0.024613	0.99913	0.25	0.27232	0.79664	0.29581	3.3446	30.052
0.0044286	0.28554	0.031676	1.3684	0.25	0.30148	0.85103	0.029126	2.9092	29.516
0.0045881	0.28156	0.014485	1.0515	0.25	0.21759	0.58765	0.33347	3.2432	13.05
0.0042365	0.31107	0.044189	5.6709	0.32461	0.14061	1.1636	0.54539	3.1819	18.118
0.25882	0.29953	0.01	0.40625	0.25	-0.005214	1.236	0.38125	3.0025	14
0.57519	0.20674	0.033195	0	0.4237	0.15066	0.65987	0.3992	2.7725	16.24
0.00473	0.23597	0.01	2.8	0.27821	0.21774	1.0377	0.4567	3.3405	14.873
0.014185	0.30979	0.030025	0.55	0.33344	0.39956	0.85387	0.30041	3.4986	14.995
0.0052778	0.28254	0.016111	1.3333	0.38624	0.4	0.94983	0.28339	3.5	13.58
0.0067558	0.28779	0.02097	0.94276	0.35956	0.39752	1.0089	0.49353	4.2917	36.524
0.037172	0.45129	0.019987	1.0001	0.33309	0.40046	1.2682	0.30635	5.5004	20.014
0.0057263	0.29931	0.01	0.81319	0.3651	0.39905	1.0017	-0.00066854	3.3365	19.983
0.0027778	0.31667	0.024165	2.3333	0.5	0.44372	0.8	0.33333	3.5	56.965
0.0043313	0.10786	0.015	0.5	0.25	0.4	0.8	0.3	2.5	15
0.005	0.4	0.02	0.60775	0.25	0.41853	0.99999	0.38306	5	20
0.01	0.15	0.01	0	0.33333	0.4	1	0.36667	2.5	15
0.0047394	0.1852	0.020017	0.49935	0.25	0.3994	0.99914	0.30056	2.4985	15.007
0.056889	0.16783	0.01684	0.25	0.36767	0.38778	1.0379	0.5	2.5926	15.556
0.13829	0.11918	0.019954	2.7851	0.49142	0.87896	1.539	0.6015	4.811	32.792
0.033673	0.19172	0.010186	2.3881	0.62213	0.37308	1.1165	0.59209	3.5571	12.135
0.014477	0.15766	0.01	0.50066	0.5	0.28889	1.48	0.44376	4.6667	20
0.0084244	0	0.03	0.73118	0.5	0.4	1	0.3	3.5	15
0.015	0.27898	0.01	0.5	0.5	0.8	1.3333	0.39395	6.9999	20
0.013137	0.17035	0.015631	1.588	0.65506	1.3039	1.0952	0.59007	3.9096	38.27
0.0046378	0.21846	0.01899	1.1117	0.55585	1.445	1.0527	0.34328	5.1955	30.894
0.0043383	0.1379	0.011348	1.2658	0.5387	1.0196	1.4988	0.62422	3.9659	11.187
0.015527	0.29598	0.022134	1.5953	0.50777	1.2746	2.17	1.068	7.3059	230.39
0.02424	0.1716	0.01	1.0916	0.49782	1.1762	0.99564	0.29716	4.6765	20.046
0.51713	0.25357	0.01	0.50691	0.51123	0.95294	1.2132	1.3351	4.865	17.555
0.23976	0	0.01	0.9995	0.48596	1.0005	0.9995	0.67689	3.5011	14.44
0.028015	0.19442	0.026667	0.5	0.5	1.1407	1	0.3	3.5	15
0.036575	0.24738	0.011276	1.0848	0.4599	1.7687	1.4362	0.58353	4.4815	24.58
0.51887	0.15167	0.010277	0.3069	0.45093	1.1612	0.99509	1.5345	4.8391	39.985
0.01	0.021292	0.01	3.4057	0.54493	0.8	1.3333	0.46729	4.4774	24.24
0.99999	0.11683	0.024031	0.97382	0.49603	1.0848	1.6064	0.57907	4.6917	20.766
0.0278	0.14819	0.03	1	0.72226	1	1	0.5	3.5	26.667
0.04	0.29099	0.022856	1	0.625	1.0726	1.2112	0.33333	3.5	16.667
0.036074	0.15833	0.01546	1.125	0.4375	1.1549	1.6538	0.48125	6.7187	27.921
0.9225	0.1069	0.020391	0.54353	0.49684	1.3711	1.4569	0.58459	3.9497	14.724
0.0046833	0.10053	0.018199	0.91271	0.45636	1.0873	1.9127	1.0436	4.8424	29.28
0.0048398	0.1564	0.018074	2.2629	0.5106	1.1175	1.5269	0.2875	3.9327	19.774
0.62559	0.15619	0.02	1.09	0.43715	1.1286	1.5	0.55556	4.6667	155.56
0.24165	0.18032	0.015825	1.0963	0.39556	1.3293	1.7391	0.54675	5.4743	31.678
0.014566	0.19055	0.01	0.5	0.49445	0.16253	0.74368	0.3	2.5	30
0.0099999	0.3	0.022409	1.2111e-05	0.66707	0.4	0.67262	0.6	2.5	26.667
0.021387	0	0.01	0.36797	0.50587	-0.44401	0.77706	0.4	2.5	15
0.0050295	0.24981	0.023333	0.49623	0.55774	-0.87507	1	0.66667	3.5	11.997
0.0051366	0.22068	0.016709	10	0.48772	0.10408	0.65938	0.56914	3.0005	14.9
0.0050607	0.27539	0.018974	6.0555e-06	0.81751	0.50904	0.47441	0.66613	2.8683	26.128
0.02054	0.17373	0.018726	0.42324	0.68813	0.31214	0.80001	0.93827	3.5	40
0.048218	0.20564	0.01	0.49844	0.96776	0.32305	0.66823	0.70214	2.6445	17.206
0.012294	0.061513	0.037513	0	0.77696	0	0.6252	0.54362	2.6567	16.065
0.019511	0.26445	0.049667	0.37916	0.74524	0.13814	0.65499	0.57565	3.1375	13.711
0.017349	0.21719	0.018511	1.2319	0.74864	0.22238	0.81299	0.7727	2.8642	28.679
0.0036219	0.18167	0.01	0.41667	0.8643	0.60974	0.8	0.3517	2.5	15
0.0062926	0.23622	0.033333	0.5	1	0.4	0.8	1.0049	2.5	16.667
0.0099704	0.19674	0.055029	1.2371	0.90282	0.40769	1.0765	0.61072	2.8374	11.786
0.019126	0.15	0.025	0.6875	1.2425	-0.2458	0.37529	0.5625	1.5971	23.114
0.0099704	0.070457	0.021932	3.0612	0.48696	0.41295	1.0112	0.66784	3.4038	17.895
0.06	0.029136	0.03	1	0.5	0.8	0.8	0.5	2.5	15
0.01718	0.19341	0.017751	9.9999	0.48111	0.70364	1.1063	0.40418	3.7391	19.361
0.019802	0.19554	0.03	1.0062	0.84078	0.77782	1	0.6	2.5	30
0.041087	0.1859	0.039456	0.65001	0.82499	0.55491	0.96812	0.69494	2.5724	16.597
0.0059855	0.17241	0.01	0.43133	0.8922	0.30337	0.87681	0.48008	2.2844	29.015
0.0079267	0.21866	0.016945	0.92778	0.9999	0.39992	0.65294	0.59985	2.4998	18.334
0.01	0.17061	0.019697	1	0.67102	0.28281	0.93333	0.3	2.7778	20
0.0051031	0.28262	0.016667	0.68801	0.99999	0.42517	1	0.3	2.5	15
0.01	0.2	0.016715	0.5	0.86467	0.43658	1	0.66667	2.5	20
0.011224	0	0.02	1	0.5	0.4	0.99999	0.66667	2.5	15
0.007934	0.3	0.02	1.2111e-05	0.5	1	1.5	1	5	52.867
0.41752	0.17797	0.017446	0.51259	0.44907	0.85926	0.97449	1.163	4.3951	21.111
0.0070621	0.18481	0.024016	0.87773	0.41828	1.1602	0.87446	0.38506	3.9331	57.8
0.0073535	0.2	0.030494	0.5	0.48558	0.8	1	0.4	3.5919	15
0.0088842	0.17789	0.02	0.7072	0.82762	0.8	1	0.33333	3.5	15
0.0043406	0.14223	0.02488	0.6834	0.79266	0.57423	0.73988	0.16107	3.002	17.326
0.001	0.05697	0.017029	0.42017	1	0.4	0.8	0.21667	3.3333	15
0.006335	0.079503	0.030207	0.48965	0.58425	0.21238	1.2177	0.63172	4.6483	19.083
0.001	0.05292	0.04	1	1	0.63551	0.8	0.3	2.7326	15
0.019	0.27717	0.01	0.93214	0.5625	0.35	1.5	0.625	4.2084	11
0.005	0.22961	0.01	1.7705	0.86106	0.4	1	0.33333	3.3334	12.193
0.0037243	0.085017	0.036103	0.61628	0.74518	0.19557	1.3888	0.40089	3.8827	16.425
0.099849	0.1015	0.042176	1.2443	0.4394	0.32025	1.6377	0.10214	6.4876	44.396
0.001	0.20072	0.023654	0.74699	0.74418	0.46031	1.4796	0.62595	4.6881	15.2
0.023333	0.13361	0.02	1	0.5	0.8	1.3333	1.34	4.6667	474.81
0.019175	0.2	0.020492	0.66402	0.51001	0.4	1.4329	2.1	6.089	22.222
0.001	0.1	0.015695	0.5	1	0.50603	0.8	0.5	2.5	21.37
0.001	0.30003	0.023338	1.2769	0.62512	0.4815	1.3332	0.44835	4.6663	20.001
0.011993	0.21603	0.01	1.0564	0.67185	0.33776	1.2444	0.52691	4.4666	30.711
0.005	0.2	0.013333	0.5	0.5	1	1.3333	2.0693	7.2416	20
0.010234	0.12976	0.025364	1.0826	0.50102	0.81208	0.77875	1.5433	4.6969	39.859
0.25561	0.14045	0.015319	0.71785	0.51317	0.76628	0.81536	0.90154	4.5878	19.645
0.01303	0	0.02	0.76519	0.63518	1.0667	0.80665	1	3.5	15
0.019742	0.04286	0.01	0.64202	0.47187	0.41797	0.72608	0.61	3.6044	20.862
0.058069	0.13158	0.01	0.6875	1.2034	1.0561	0.75	0.34745	2.9375	13
0.033138	0.046839	0.020567	1.0188	0.94604	0.79794	0.8666	0.26077	3.6358	39.366
0.0107	0.2	0.023333	0.5	1	0.70036	0.69778	0.3	3.3334	15
0.02	0.16667	0.02	0.5	1.0704	0.8	1	6.0555e-06	3.5	20
0.04	0	0.01	0.5	1	0.8	0.8	0.3	3.5	15
0.036766	0.14722	0.020991	1.1295	0.66363	1.012	1.0765	0.38576	4.1286	13.944
0.013805	0.095347	0.01	1.007	0.59576	1.3128	0.82318	0.17037	3.5082	18.132
0.073645	0.29944	0.017341	1.012	0.74339	1.2153	1.0639	0.10947	4.1599	23.077
0.022615	0.15	0.037184	1.2776	0.625	1.3333	1	0.5	7	40
0.038397	0.16499	0.01	0.86197	0.78657	1.138	0.86197	0.48972	4.1759	31.104
0.0094291	0.23843	0.025129	1.8269	0.74146	0.72995	0.66227	0.092589	4.0771	14.96
0.0081565	0.24125	0.01	1.1323	0.88436	1.0249	0.90259	0.47407	3.59	14.087
0.015643	0.20323	0.019815	0.42361	0.95054	1.0093	0.65076	0.59398	3.3171	14.926
0.0097388	0.15047	0.01	0.51089	0.94383	0.78693	0.53327	0.32607	2.4746	14.884
0.013571	0.2	0.02	0.5	0.5	1.0667	0.8	0.5	3.5	20
0.014724	0.17366	0.022851	1.0126	0.89176	0.85532	0.93853	0.45328	2.6949	16.507
0.025048	0.25412	0.027415	1.1571	0.65978	1.3653	0.99932	0.46706	4.2309	32
0.023277	0.15	0.02	1.1279	0.71793	1.1521	0.88278	0.6	3.5	15
0.36761	0.12416	0.01	0.37967	0.61133	1.1379	0.62827	0.84535	3.8634	16.737
0.04	0.1	0.02	1	0.63051	0.8	0.85232	0.6	3.5	15
0.19258	0.13204	0.016668	0.52996	0.5	0.76456	1.0114	0.67736	3.8891	20.001
0.01	0.21111	0.03	1	0.5	1	1.0667	0.3	5	180
0.59079	0.12173	0.019609	0.90164	0.53614	1.0022	1.048	0.85421	4.7171	20.044
0.015958	0.14569	0.020556	1.2754	0.51299	0.825	0.96868	0.31126	4.6042	21.952
0.0097434	0.1963	0.020417	1.0059	0.52091	0.80306	1	0.33333	6.2222	80.369
0.02162	0.325	0.01	0.51107	0.52132	0.52181	1.0072	0.57229	3.5959	19.659
0.0055	0.25	0.023718	1	0.5	0.6032	1	0.99547	3.3333	15
0.0099991	0.30001	0.029998	0.5001	0.49994	0.70791	1.0001	0.29995	3.3335	20.001
0.014166	0.22971	0.022343	0.63858	0.37409	0.69457	0.73344	0.47615	3.4337	14.063
0.010112	0.32801	0.029256	0.53501	0.4962	0.84201	1.0467	0.33034	4.9183	14.627
0.024	0.20791	0.02193	0.97888	0.8657	0.66186	0.62223	0.73905	3.187	209.7
0.466	0.29425	0.015383	0.50397	0.48948	0.49101	1.1699	1.3627	4.8505	20.057
0.02	0.3	0.015	1.644	0.51392	0.64238	0.93907	0.48375	3.5	30
0.0051689	0.22488	0.018328	1.2796	0.56233	0.86458	0.87526	1.189	3.7819	16.64
0.06	0.22992	0.04	0.5	0.5	0.8	0.8	0.3	3.5	40
0.005	0.16365	0.02	1.4644	1	1.0667	1	0.3	2.5	15
1	0.1	0.017281	1.0807	0.45833	0.98342	1.359	0.77316	5.1852	20
0.27495	0.089302	0.01	1.1385	0.61634	0.86666	1	1.0667	2.5	20
0.022417	0.05	0.017065	1.2967	0.5	0.9876	0.88325	0.21665	3.3333	15
0.02	0.23168	0.02	1	0.96055	1.0892	1	0.3	2.5	15
1	0.3	0.025954	0.99999	0.48491	1.2017	1	0.61849	4.8894	30
0.001	0.3	0.02	1.2475	0.5	1	1	0.41682	5.902	30
0.067647	0.28924	0.01	1.9146	0.50731	1.0179	1.3154	1.2392	4.6263	30.143
1	0.2266	0.04	0.98148	0.49948	1.3674	1.0004	1.5148	5.1797	75.727
0.048199	0.26289	0.01	0.91806	0.51709	1.2941	1	0.70106	3.5	101.11
0.0050027	0.20009	0.01	1.5908	0.48633	0.79958	0.99952	0.59969	3.4989	15.004
0.021887	0.20814	0.0175	1.125	0.45161	1.481	1.125	1.0625	3.9056	18.688
0.06	0.092806	0.02	1	0.5	1.3333	1	1	3.5	15
0.019863	0.24998	0.01	0.48472	1.0032	0.80324	0.81582	0.40788	2.4937	15.029
0.090378	0.19884	0.020058	1.0022	0.49997	0.79739	0.99822	0.49782	5.005	14.977
0.020047	0.27081	0.01	0.46961	0.44115	0.46385	1.0418	0.48041	3.5941	35.052
0.028278	0.1	0.015	0.6875	0.375	0.225	1.25	0.4625	5.4375	13
0.32861	0.18338	0.014912	0.44005	0.49907	0.40201	1.1136	0.73945	3.5377	32.822
